STDNT_AGE,STDNT_GENDER,STDNT_BACKGROUND,IN_STATE_FLAG,INTERNATIONAL_STS,STDNT_MAJOR,STDNT_MINOR,STDNT_TEST_ENTRANCE1,STDNT_TEST_ENTRANCE2,FIRST_TERM,HOUSING_STS,RETURNED_2ND_YR,DISTANCE_FROM_HOME,HIGH_SCHL_GPA,FATHER_HI_EDU_CD,MOTHER_HI_EDU_CD,DEGREE_GROUP_DESC,COST_OF_ATTEND,UNMET_NEED,1ST_YR_GPA,1ST_YR_EFFICIENCY
18,F,BGD 1,Y,N,Theatre Arts,N,,930.0,200908,On Campus,1,190.0,3.33,3.0,3.0,Bachelors,1418100,0.0,1.25,0.8461538461538461
18,F,BGD 1,Y,N,Art,N,,920.0,201008,On Campus,1,138.0,2.85,2.0,3.0,Bachelors,0,0.0,1.0,1.0
18,F,BGD 6,N,N,Music Performance,N,22.0,,201008,On Campus,1,69.0,3.4,3.0,3.0,Bachelors,0,0.0,2.0,0.96875
18,F,BGD 1,Y,N,Biology,N,24.0,1010.0,200608,Off Campus,1,69.0,3.6,2.0,2.0,Bachelors,0,0.0,1.9166666666666665,0.8571428571428572
18,F,BGD 1,Y,N,Undeclared,N,,1010.0,200608,Off Campus,1,0.0,3.31,2.0,2.0,Bachelors,1504980,-299160.0,1.5833333333333335,0.875
18,F,BGD 1,Y,N,Middle Grades Education,N,,,200808,Off Campus,1,69.0,3.56,2.0,3.0,Bachelors,1255740,-347580.0,2.333333333333333,1.0
18,M,BGD 1,Y,N,Music Performance,N,,1160.0,200808,Off Campus,1,150.0,3.4,,,Bachelors,0,0.0,1.3333333333333335,0.8450980392156863
18,M,BGD 1,Y,N,Undeclared,N,19.0,910.0,200908,Off Campus,1,69.0,2.86,,,Bachelors,451620,-447600.0,1.3333333333333335,0.8461538461538461
18,F,BGD 4,N,N,Pre-Business,N,24.0,,200908,Off Campus,0,69.0,4.0,2.0,2.0,Bachelors,1316580,387180.0,2.1666666666666665,1.0
18,M,BGD 1,Y,N,Undeclared,N,,1050.0,200908,On Campus,1,222.0,2.71,1.0,3.0,Bachelors,1418100,500100.0,2.0,0.96875
18,F,BGD 3,Y,N,Music Performance,N,22.0,,201008,On Campus,1,150.0,3.32,2.0,3.0,Bachelors,0,0.0,1.5833333333333333,1.0
18,M,BGD 3,Y,N,Health Science,N,18.0,830.0,200908,On Campus,1,150.0,3.3,3.0,2.0,Bachelors,1418100,180180.0,2.416666666666667,0.8666666666666667
18,F,BGD 1,Y,N,Exercise Science,N,,940.0,200508,On Campus,1,138.0,3.36,2.0,2.0,Bachelors,0,0.0,2.333333333333333,1.0
17,F,BGD 1,Y,N,Nursing,Spanish,,1110.0,200508,Off Campus,1,69.0,3.5,3.0,2.0,Bachelors,0,0.0,2.25,1.0
18,F,BGD 1,Y,N,Early Childhood Education,N,22.0,940.0,200508,On Campus,1,150.0,2.86,2.0,3.0,Bachelors,0,0.0,1.9166666666666665,1.0
18,M,BGD 3,Y,N,Psychology,N,,1080.0,200608,Off Campus,1,69.0,3.5,3.0,3.0,Bachelors,1010640,40179.0,2.0,1.0
18,F,BGD 3,Y,N,Art,N,,960.0,200708,On Campus,1,0.0,3.06,2.0,4.0,Bachelors,1245480,392460.0,1.0,0.90625
18,F,BGD 7,Y,N,Biology,N,,940.0,201008,On Campus,1,90.0,3.68,2.0,3.0,Bachelors,0,0.0,2.833333333333333,1.0
18,F,BGD 3,N,N,Psychology,Asian Studies,,960.0,201008,Off Campus,1,0.0,3.0,2.0,2.0,Bachelors,0,0.0,1.6666666666666665,1.0
18,M,BGD 1,Y,N,Undeclared,N,21.0,1100.0,201008,Off Campus,1,0.0,2.85,,,Bachelors,0,0.0,2.6666666666666665,1.0
18,M,BGD 1,Y,N,Psychology,N,,1240.0,200608,Off Campus,1,69.0,3.0,,,Bachelors,0,0.0,2.0,1.0
18,M,BGD 1,Y,N,Pre-Business,N,,1030.0,200908,Off Campus,0,0.0,,3.0,3.0,Bachelors,0,0.0,1.5833333333333333,1.0
17,M,BGD 1,Y,N,English Language/Literature,N,,,200608,Off Campus,1,69.0,2.82,3.0,3.0,Bachelors,1187280,198840.0,1.6666666666666665,0.875
18,F,BGD 2,N,N,Nursing,N,,,200608,Off Campus,1,69.0,3.13,3.0,3.0,Bachelors,0,0.0,1.9166666666666665,1.0
18,F,BGD 3,Y,N,Political Science,N,18.0,,200608,Off Campus,1,0.0,3.5,2.0,3.0,Bachelors,0,0.0,1.9166666666666665,1.0
19,F,BGD 1,Y,N,Nursing,N,,480.0,200708,Off Campus,1,0.0,3.68,3.0,2.0,Bachelors,0,0.0,1.6666666666666665,1.0
18,M,BGD 1,N,N,Accounting,N,,1170.0,200808,Off Campus,1,69.0,4.0,2.0,3.0,Bachelors,0,0.0,2.9166666666666665,1.0
18,F,BGD 1,Y,N,Nursing,N,,940.0,200508,On Campus,1,90.0,3.95,2.0,2.0,Bachelors,0,0.0,2.3333333333333335,1.0
18,M,BGD 1,Y,N,History,N,,1080.0,200608,Off Campus,1,69.0,3.47,2.0,2.0,Bachelors,1171380,584220.0,2.5,1.0
18,M,BGD 1,Y,N,English Language/Literature,N,,,200508,Off Campus,0,69.0,3.33,1.0,1.0,Bachelors,0,0.0,1.4166666666666667,1.0
18,F,BGD 1,Y,N,Early Childhood Education,N,,930.0,201008,Off Campus,1,69.0,3.33,3.0,3.0,Bachelors,0,0.0,1.8333333333333333,1.0
19,M,BGD 3,Y,N,Psychology,N,,1010.0,201008,On Campus,1,90.0,3.17,1.0,2.0,Bachelors,0,0.0,1.75,0.9
18,F,BGD 3,Y,N,Theatre Arts,N,19.0,930.0,200908,On Campus,1,138.0,2.93,3.0,3.0,Bachelors,1418100,332400.0,1.1666666666666667,0.8461538461538461
18,F,BGD 1,Y,N,Nursing,N,21.0,910.0,200608,On Campus,1,69.0,2.21,2.0,3.0,Bachelors,1176420,422460.0,1.5833333333333333,0.75
18,F,BGD 1,Y,N,Criminal Justice,N,,1060.0,200708,Off Campus,1,69.0,3.53,3.0,2.0,Bachelors,0,0.0,1.5,1.0
18,F,BGD 3,Y,N,Early Childhood Education,N,,900.0,200508,On Campus,1,150.0,2.33,2.0,2.0,Bachelors,1146420,251280.0,0.9166666666666667,0.875
18,F,BGD 1,Y,N,Pre-Nursing,N,,860.0,200808,Off Campus,1,69.0,3.61,2.0,3.0,Bachelors,1355760,486000.0,1.75,1.0
18,M,BGD 1,Y,N,Biology,N,,520.0,200608,Off Campus,1,69.0,3.5,3.0,2.0,Bachelors,1489080,-76260.0,2.25,0.8928571428571428
18,M,BGD 1,N,N,General Business,N,26.0,,200608,Off Campus,1,0.0,3.53,2.0,2.0,Bachelors,0,0.0,1.5,0.875
18,F,BGD 1,Y,N,Music Performance,N,,1020.0,200608,Off Campus,1,69.0,3.07,3.0,,Bachelors,0,0.0,0.9166666666666667,0.9285714285714286
18,F,BGD 1,Y,N,Theatre Arts,N,,1230.0,200808,Off Campus,1,138.0,3.0,3.0,3.0,Bachelors,1306020,-347580.0,0.9166666666666667,0.8846153846153846
17,F,BGD 3,Y,N,Biology,N,,980.0,200608,On Campus,1,90.0,3.9,3.0,3.0,Bachelors,1176420,256140.0,2.0833333333333335,1.0
18,M,BGD 1,Y,N,Undeclared,N,,1190.0,200608,Off Campus,1,69.0,3.69,2.0,2.0,Bachelors,0,0.0,1.8333333333333333,1.0
18,F,BGD 3,Y,N,Biology,N,,970.0,200708,On Campus,1,90.0,3.37,2.0,2.0,Bachelors,0,0.0,1.75,0.90625
18,F,BGD 1,Y,N,Joint Enrollment - Accel,N,,1040.0,200708,Off Campus,1,69.0,3.64,2.0,2.0,Bachelors,199440,-199440.0,2.0833333333333335,1.0
18,F,BGD 1,Y,N,Art,N,,,200708,Off Campus,1,69.0,2.78,2.0,2.0,Bachelors,1245480,439680.0,1.1666666666666667,0.875
18,M,BGD 1,Y,N,Art,N,,1120.0,200708,Off Campus,1,150.0,3.27,3.0,3.0,Bachelors,0,0.0,1.8333333333333333,1.0
19,M,BGD 1,Y,N,English Language/Literature,N,,1180.0,200708,On Campus,1,150.0,2.84,4.0,2.0,Bachelors,902760,386640.0,1.8333333333333335,1.0
18,F,BGD 3,Y,N,Early Childhood Education,N,18.0,,200608,On Campus,0,69.0,3.25,2.0,3.0,Bachelors,1176420,74160.0,1.75,0.8461538461538461
18,F,BGD 2,N,N,Biology,N,22.0,,200608,Off Campus,1,69.0,3.86,3.0,2.0,Bachelors,240120,-328080.0,1.8333333333333333,1.0
18,F,BGD 1,Y,N,Undeclared,N,,1190.0,200808,Off Campus,1,0.0,3.2,3.0,3.0,Bachelors,1346640,692700.0,2.1666666666666665,1.0
19,M,BGD 1,Y,N,Exercise Science,N,,,200808,On Campus,1,69.0,2.62,2.0,,Bachelors,0,0.0,1.5833333333333333,1.0
18,F,BGD 1,N,N,English Language/Literature,N,,1220.0,200808,On Campus,1,69.0,3.38,3.0,3.0,Bachelors,0,0.0,1.75,0.875
18,F,BGD 3,Y,N,Nursing,N,,540.0,200608,On Campus,1,90.0,3.64,3.0,3.0,Bachelors,0,0.0,2.25,0.9117647058823529
19,M,BGD 1,Y,N,Biology,N,,470.0,200808,Off Campus,1,90.0,2.54,,,Bachelors,0,0.0,1.6666666666666665,1.0
18,F,BGD 3,Y,N,Biology,N,,990.0,201008,On Campus,1,150.0,2.92,4.0,4.0,Bachelors,0,0.0,2.416666666666667,1.0
18,F,BGD 1,Y,N,Early Childhood Education,N,,,200708,On Campus,1,235.0,2.79,,,Bachelors,0,0.0,1.1666666666666667,0.8571428571428572
18,M,BGD 2,N,N,Engineering Studies,N,,1040.0,200608,Off Campus,1,0.0,3.4,3.0,3.0,Bachelors,1187280,624840.0,1.75,1.0
18,M,BGD 1,Y,N,Computer Science - Games,N,,,200908,Off Campus,1,0.0,3.66,2.0,2.0,Bachelors,1324500,217080.0,2.1666666666666665,1.0
18,F,BGD 1,Y,N,Music Education,N,,1050.0,201008,On Campus,1,150.0,3.87,3.0,3.0,Bachelors,0,0.0,0.9166666666666667,1.0
18,M,BGD 3,Y,N,Finance,N,,900.0,200808,Off Campus,0,0.0,3.25,2.0,,Bachelors,1306020,472320.0,1.1666666666666667,0.8333333333333333
17,F,BGD 3,Y,N,Theatre Arts,N,,1160.0,200508,On Campus,1,188.0,3.62,4.0,4.0,Bachelors,0,0.0,0.9166666666666667,0.8928571428571428
18,M,BGD 1,Y,N,Biology,N,21.0,,200608,Off Campus,1,69.0,3.81,,,Bachelors,224640,0.0,1.75,1.0
18,F,BGD 1,Y,N,Political Science,Criminal Justice,,1000.0,200708,On Campus,1,90.0,3.68,2.0,2.0,Bachelors,0,0.0,1.5,1.0
18,F,BGD 3,Y,N,Mathematics,N,16.0,860.0,201008,On Campus,1,59.0,3.55,3.0,2.0,Bachelors,0,0.0,1.8333333333333335,1.0
18,F,BGD 3,Y,N,Biology,N,,950.0,200508,Off Campus,1,136.0,3.87,2.0,2.0,Bachelors,0,0.0,2.25,1.0
18,F,BGD 1,Y,N,Early Childhood Education,N,24.0,980.0,200508,Off Campus,1,69.0,3.64,,,Bachelors,0,0.0,1.8333333333333333,0.875
18,F,BGD 1,Y,N,Criminal Justice,English Language/Literature,,1070.0,201008,Off Campus,0,69.0,3.85,3.0,3.0,Bachelors,150540,-139140.0,2.25,1.0
18,F,BGD 1,Y,N,Undeclared,N,,1210.0,201008,Off Campus,1,69.0,2.93,3.0,2.0,Bachelors,0,0.0,1.8333333333333333,1.0
18,F,BGD 1,Y,N,Early Childhood Education,N,,1110.0,200908,Off Campus,1,69.0,3.57,3.0,3.0,Bachelors,451620,-436140.0,2.666666666666667,1.0
18,F,BGD 1,Y,N,Chemistry,N,22.0,560.0,200608,Off Campus,1,,3.3,,,Bachelors,0,0.0,2.1666666666666665,0.90625
18,M,BGD 6,Y,N,Undeclared,N,,1010.0,200908,Off Campus,1,69.0,3.8,2.0,3.0,Bachelors,1324500,198900.0,2.0,1.0
18,M,BGD 1,Y,N,Computer Science - Systems,N,21.0,,200808,Off Campus,1,69.0,3.29,,,Bachelors,0,0.0,1.6666666666666665,0.84375
18,F,BGD 3,Y,N,Chemistry,N,18.0,,200808,Off Campus,1,150.0,3.07,2.0,2.0,Bachelors,1306020,528240.0,1.0833333333333335,0.7307692307692308
18,F,BGD 1,Y,N,Marketing,N,,470.0,200508,Off Campus,1,0.0,3.18,3.0,3.0,Bachelors,0,0.0,1.4166666666666667,1.0
18,F,BGD 1,Y,N,Early Childhood Education,N,18.0,820.0,200808,Off Campus,1,69.0,2.83,3.0,3.0,Bachelors,1264860,252000.0,1.4166666666666667,0.875
18,F,BGD 1,Y,N,Early Childhood Education,N,18.0,870.0,200708,On Campus,1,150.0,3.31,2.0,3.0,Bachelors,1245480,188160.0,1.4166666666666667,0.8571428571428572
18,M,BGD 3,Y,N,Music Education,N,,,200808,Off Campus,0,90.0,3.32,3.0,3.0,Bachelors,1306020,-73140.0,1.5833333333333333,0.9642857142857143
18,F,BGD 1,N,N,Exercise Science,N,18.0,,200508,Off Campus,1,0.0,2.54,,,Bachelors,224640,-228240.0,1.4166666666666665,0.9642857142857143
19,F,BGD 2,Y,N,Undeclared,N,,870.0,200708,Off Campus,1,69.0,3.23,3.0,3.0,Bachelors,0,0.0,2.0,0.9
18,M,BGD 1,Y,N,Music Education,N,,1180.0,200908,On Campus,1,69.0,3.23,3.0,3.0,Bachelors,1418100,-477420.0,1.0833333333333335,0.8846153846153846
18,F,BGD 1,Y,N,Nursing,N,,930.0,200708,On Campus,1,150.0,3.39,2.0,3.0,Bachelors,0,0.0,1.4166666666666667,1.0
17,F,BGD 3,Y,N,Biology,N,21.0,,201008,On Campus,1,91.0,3.76,4.0,2.0,Bachelors,0,0.0,1.75,0.8846153846153846
18,F,BGD 1,Y,N,Psychology,N,22.0,1050.0,200808,On Campus,1,150.0,2.63,3.0,2.0,Bachelors,939000,0.0,1.4166666666666667,0.875
18,M,BGD 1,Y,N,Accounting,N,,910.0,200608,On Campus,1,90.0,3.28,2.0,2.0,Bachelors,0,0.0,0.75,0.5634920634920635
18,F,BGD 1,Y,N,Art,N,21.0,,200608,Off Campus,1,69.0,2.63,,,Bachelors,299160,-299160.0,1.0,0.875
18,M,BGD 1,Y,N,Undeclared,N,,,200708,Off Campus,1,0.0,3.0,3.0,3.0,Bachelors,0,0.0,0.75,0.8333333333333333
18,F,BGD 1,Y,N,Pre-Business,N,16.0,760.0,201008,Off Campus,1,69.0,2.75,,,Bachelors,0,0.0,0.9166666666666667,0.5879120879120879
18,M,BGD 1,Y,N,Mathematics and Secondary Ed,N,,1240.0,200508,On Campus,1,150.0,3.36,2.0,2.0,Bachelors,1146420,144120.0,1.3333333333333333,1.0
18,F,BGD 1,Y,N,Finance,Accounting,,1000.0,200708,Off Campus,1,69.0,3.78,,,Bachelors,0,0.0,1.5,1.0
18,F,BGD 1,Y,N,Undeclared,N,23.0,1090.0,200708,Off Campus,1,69.0,3.29,3.0,3.0,Bachelors,1233900,-386880.0,1.3333333333333335,1.0
18,F,BGD 7,Y,N,Early Childhood Education,N,,,200708,Off Campus,1,69.0,2.88,,,Bachelors,326880,-326880.0,1.75,1.0
18,M,BGD 1,Y,N,Engineering Studies,N,,1110.0,201008,Off Campus,1,0.0,3.13,2.0,2.0,Bachelors,0,0.0,1.4166666666666667,0.6346153846153846
17,M,BGD 3,Y,N,Biology,N,,990.0,200808,On Campus,0,150.0,2.57,3.0,3.0,Bachelors,945840,408480.0,0.9166666666666667,0.75
18,F,BGD 1,Y,N,Chemistry,N,,1200.0,200508,On Campus,0,150.0,3.13,,,Bachelors,0,0.0,1.25,0.7211538461538461
18,F,BGD 1,Y,N,Early Childhood Education,N,,1130.0,200908,Off Campus,1,69.0,3.81,3.0,3.0,Bachelors,1324500,214800.0,1.25,0.7857142857142857
18,F,BGD 1,Y,N,Undeclared,N,19.0,,201008,Off Campus,1,150.0,3.12,2.0,2.0,Bachelors,0,0.0,0.9166666666666667,0.8461538461538461
18,F,BGD 1,Y,N,Music Performance,N,,1150.0,200808,Off Campus,1,150.0,3.38,2.0,2.0,Bachelors,1306020,-379620.0,0.9166666666666667,1.0
18,M,BGD 1,Y,N,Criminal Justice,N,,1210.0,201008,Off Campus,0,0.0,3.3,,,Bachelors,0,0.0,0.9166666666666667,1.0
18,M,BGD 1,Y,N,Undeclared,N,,1070.0,200808,Off Campus,1,69.0,3.68,,,Bachelors,403680,-377580.0,1.9166666666666665,1.0
18,F,BGD 1,Y,N,Theatre Education,N,,1130.0,200608,Off Campus,0,90.0,3.97,2.0,2.0,Bachelors,1176420,146100.0,0.9166666666666667,1.0
19,F,BGD 1,Y,N,Art,N,,950.0,200808,Off Campus,1,150.0,2.93,3.0,3.0,Bachelors,945840,0.0,0.75,0.8888888888888888
18,F,BGD 3,Y,N,Psychology,N,19.0,,200908,On Campus,1,138.0,3.06,2.0,3.0,Bachelors,1418100,531600.0,2.166666666666667,0.8571428571428572
18,M,BGD 1,Y,N,Criminal Justice,N,20.0,,200608,On Campus,1,150.0,3.33,3.0,3.0,Bachelors,0,0.0,1.1666666666666665,1.0
18,M,BGD 1,Y,N,Psychology,N,,1160.0,200508,Off Campus,0,69.0,3.25,2.0,3.0,Bachelors,1146420,-288180.0,1.8333333333333335,1.0
18,M,BGD 3,Y,N,Biology,N,,,200708,On Campus,1,69.0,3.4,2.0,3.0,Bachelors,1245480,149580.0,1.8333333333333333,0.80625
25,M,BGD 1,Y,N,Applied Computer Science,N,,1250.0,200508,Off Campus,1,69.0,,,,Bachelors,0,0.0,2.5,1.0
19,M,BGD 1,N,N,Music Performance,N,,,200508,On Campus,1,441.0,2.83,2.0,2.0,Bachelors,0,0.0,1.1666666666666665,1.0
18,F,BGD 1,Y,N,Engineering Studies,N,30.0,1210.0,200908,Off Campus,0,0.0,3.46,3.0,3.0,Bachelors,1316580,-450720.0,2.1666666666666665,0.9117647058823529
18,M,BGD 8,Y,N,Music Education,N,21.0,1110.0,200908,On Campus,1,90.0,3.53,2.0,2.0,Bachelors,269100,0.0,1.8333333333333335,0.975
19,F,BGD 4,Y,N,Art,N,,880.0,200608,Off Campus,1,69.0,3.0,2.0,,Bachelors,0,0.0,1.5,1.0
17,M,BGD 1,Y,N,Music Education,N,,1390.0,200608,Off Campus,1,150.0,3.17,3.0,3.0,Bachelors,0,0.0,1.4166666666666667,1.0
18,F,BGD 1,Y,N,Theatre Arts,N,,1330.0,200908,Off Campus,1,69.0,3.53,3.0,2.0,Bachelors,1316580,-417420.0,1.4166666666666665,0.9666666666666667
18,M,BGD 1,N,N,Music Performance,N,,,200808,Off Campus,0,274.0,3.64,3.0,,Bachelors,939000,0.0,2.0833333333333335,1.0277777777777777
18,M,BGD 1,Y,N,Information Technology,N,25.0,1160.0,200808,On Campus,1,150.0,3.07,3.0,2.0,Bachelors,1306020,-347580.0,1.75,0.9442724458204335
19,F,BGD 1,N,Y,Communication,N,,850.0,200908,Off Campus,0,69.0,,,,Bachelors,301080,-781440.0,1.75,0.875
18,M,BGD 1,Y,N,Pre-Engineering/RETP,N,21.0,,200508,On Campus,1,138.0,3.14,3.0,3.0,Bachelors,1146420,179400.0,2.416666666666667,1.0
18,F,BGD 1,Y,N,Undeclared,N,,1100.0,200908,Off Campus,1,69.0,3.31,1.0,2.0,Bachelors,1324500,73860.0,1.4166666666666667,0.8571428571428572
18,F,BGD 7,Y,N,Management,N,20.0,890.0,200708,On Campus,0,90.0,3.0,3.0,2.0,Bachelors,0,0.0,1.4166666666666667,0.7032967032967032
21,M,BGD 1,N,Y,Undeclared,N,,1080.0,200808,Off Campus,1,0.0,3.0,,,Bachelors,0,-507300.0,1.4166666666666665,0.9666666666666667
18,M,BGD 4,Y,N,Undeclared,N,,1070.0,200908,On Campus,1,90.0,3.03,2.0,2.0,Bachelors,0,0.0,1.0833333333333335,0.8666666666666667
18,M,BGD 1,Y,N,Biology,N,25.0,,200508,Off Campus,1,69.0,3.2,3.0,3.0,Bachelors,0,0.0,1.75,0.9117647058823529
18,M,BGD 1,Y,N,Undeclared,N,,,200808,Off Campus,1,69.0,3.18,2.0,2.0,Bachelors,1255740,580200.0,2.0833333333333335,0.875
18,M,BGD 2,Y,N,Music Performance,N,27.0,,200908,On Campus,1,235.0,3.35,3.0,3.0,Bachelors,1418100,264780.0,1.75,1.0
18,F,BGD 3,Y,N,Biology,N,,880.0,200808,On Campus,1,150.0,3.03,3.0,3.0,Bachelors,945840,409020.0,1.0833333333333335,0.8571428571428572
18,F,BGD 1,N,N,Art,N,27.0,,201008,On Campus,1,270.0,3.15,3.0,3.0,Bachelors,0,0.0,1.0,1.0
18,M,BGD 1,Y,N,Biology,N,,630.0,200508,Off Campus,1,69.0,3.4,4.0,3.0,Bachelors,1466460,917820.0,1.3333333333333335,1.0
18,F,BGD 3,Y,N,Pre-Nursing,N,,,200908,On Campus,1,90.0,3.4,2.0,2.0,Bachelors,0,0.0,2.0,0.5
18,F,BGD 1,Y,N,Art,N,,490.0,200708,Off Campus,1,69.0,2.71,2.0,2.0,Bachelors,933000,438540.0,1.0,0.8461538461538461
18,F,BGD 1,Y,N,Art,N,,920.0,201008,Off Campus,1,59.0,3.71,3.0,3.0,Bachelors,0,0.0,1.0,1.0
18,M,BGD 1,Y,N,Pre-Nursing,N,26.0,600.0,200908,Off Campus,0,69.0,3.57,,,Bachelors,451620,-417420.0,2.5833333333333335,1.0
18,F,BGD 1,Y,N,Art,N,,1190.0,200908,On Campus,1,138.0,2.77,,,Bachelors,0,0.0,1.1666666666666667,0.9
18,F,BGD 1,Y,N,Theatre Education,N,,1160.0,200508,On Campus,1,150.0,4.0,3.0,3.0,Bachelors,1146420,345900.0,1.1666666666666665,1.0
18,F,BGD 1,Y,N,History,N,,1050.0,200608,Off Campus,1,69.0,3.33,1.0,3.0,Bachelors,0,0.0,2.0,0.8
18,F,BGD 2,Y,N,Nursing,N,,940.0,200808,Off Campus,1,69.0,3.12,3.0,3.0,Bachelors,1264860,-347580.0,1.25,1.0
18,F,BGD 3,Y,N,Psychology,N,,470.0,201008,Off Campus,1,0.0,3.8,2.0,2.0,Bachelors,0,0.0,1.5,0.8461538461538461
18,F,BGD 3,Y,N,Pre-Nursing,N,18.0,860.0,201008,Off Campus,1,69.0,3.5,3.0,3.0,Bachelors,0,0.0,2.3333333333333335,1.0
18,F,BGD 1,Y,N,Biology,N,,1010.0,200608,On Campus,1,69.0,3.46,3.0,3.0,Bachelors,0,0.0,2.5833333333333335,0.8333333333333333
18,F,BGD 1,Y,N,Biology,N,20.0,850.0,200708,Off Campus,1,69.0,3.75,2.0,2.0,Bachelors,1297440,208560.0,1.5833333333333333,0.8333333333333333
17,F,BGD 1,Y,N,Biology,N,27.0,610.0,200908,Off Campus,1,0.0,3.53,3.0,3.0,Bachelors,1418100,-51480.0,2.916666666666667,1.0
18,F,BGD 1,Y,N,Music Performance,N,28.0,580.0,200608,Off Campus,1,69.0,3.77,3.0,3.0,Bachelors,0,0.0,1.0,1.0
18,M,BGD 1,Y,N,Music Education,N,22.0,,200808,Off Campus,1,69.0,3.93,2.0,2.0,Bachelors,1306020,321660.0,1.3333333333333335,1.0
18,F,BGD 1,Y,N,Early Childhood Education,N,,1130.0,201008,On Campus,1,90.0,3.93,1.0,2.0,Bachelors,0,0.0,2.916666666666667,1.0
18,F,BGD 1,Y,N,Nursing,N,,1130.0,200508,Off Campus,1,0.0,3.69,2.0,3.0,Bachelors,0,0.0,1.9166666666666665,0.8928571428571428
18,F,BGD 1,N,N,Art,N,22.0,950.0,200508,On Campus,0,301.0,3.38,2.0,3.0,Bachelors,1270680,-12000.0,1.6666666666666667,1.0
19,F,BGD 1,Y,N,Nursing,N,,970.0,200608,Off Campus,1,0.0,3.6,3.0,,Bachelors,0,0.0,2.0,0.90625
18,M,BGD 1,Y,N,Music Performance,N,,1020.0,200708,Off Campus,1,69.0,3.34,3.0,3.0,Bachelors,1285860,-326880.0,1.0,1.0
18,F,BGD 3,Y,N,Music Education,N,,1110.0,200708,Off Campus,1,150.0,3.0,2.0,2.0,Bachelors,1245480,624900.0,1.0,0.9117647058823529
18,M,BGD 3,Y,N,Criminal Justice,Accounting,15.0,810.0,200708,Off Campus,1,0.0,2.31,3.0,3.0,Bachelors,1297440,687840.0,1.5833333333333333,1.0
17,F,BGD 3,Y,N,Sociology,N,19.0,910.0,200708,On Campus,1,69.0,2.96,3.0,3.0,Bachelors,902760,0.0,1.25,0.8461538461538461
17,F,BGD 2,Y,N,Criminal Justice,N,23.0,,200808,On Campus,1,150.0,3.06,4.0,2.0,Bachelors,0,0.0,1.0,0.9
18,F,BGD 1,Y,N,Theatre Education,N,,990.0,200808,Off Campus,1,90.0,2.5,3.0,2.0,Bachelors,0,0.0,1.5833333333333335,1.0
18,F,BGD 1,Y,N,Music,N,,460.0,201008,On Campus,1,215.0,3.73,3.0,,Bachelors,0,0.0,1.9166666666666667,1.0
19,F,BGD 1,Y,N,Art,N,,,200508,Off Campus,0,69.0,3.38,2.0,2.0,Bachelors,0,0.0,0.9166666666666667,0.7261904761904762
18,F,BGD 4,Y,N,Nursing,N,20.0,400.0,200508,On Campus,1,90.0,3.17,3.0,2.0,Bachelors,1146420,197220.0,2.25,1.0
18,F,BGD 6,Y,N,Nursing,Psychology,,1000.0,200708,Off Campus,1,0.0,3.35,3.0,3.0,Bachelors,1201500,348240.0,1.5,1.0
17,F,BGD 3,Y,N,Pre-Nursing,N,,910.0,200908,On Campus,1,90.0,3.04,3.0,3.0,Bachelors,1418100,-556140.0,1.8333333333333335,0.9666666666666667
18,F,BGD 1,Y,N,Marketing,Art History,,580.0,200608,Off Campus,1,69.0,3.4,,,Bachelors,112320,-96060.0,1.9166666666666667,0.7666666666666666
18,M,BGD 1,Y,N,Theatre Arts,N,,,200508,On Campus,1,150.0,2.88,2.0,2.0,Bachelors,1146420,458340.0,1.25,0.8571428571428572
18,F,BGD 3,Y,N,Finance,N,,900.0,200508,Off Campus,1,69.0,3.33,2.0,1.0,Bachelors,0,0.0,1.75,1.0
18,F,BGD 1,Y,N,Undeclared,N,,1040.0,200608,Off Campus,1,69.0,3.07,4.0,3.0,Bachelors,1489080,983640.0,1.5,1.0
18,F,BGD 1,Y,N,Nursing,N,21.0,,200608,Off Campus,1,69.0,3.26,4.0,3.0,Bachelors,1187280,602700.0,1.4166666666666665,1.0
18,F,BGD 4,Y,N,Pre-Business,N,,1100.0,200908,On Campus,1,190.0,3.71,2.0,2.0,Bachelors,1418100,81180.0,2.5,1.0
18,M,BGD 1,Y,N,Management,N,,1130.0,200508,Off Campus,1,69.0,2.93,,,Bachelors,199440,-199440.0,1.9166666666666667,1.0
18,F,BGD 2,Y,N,Exercise Science,N,20.0,1120.0,200508,On Campus,1,150.0,3.25,,,Bachelors,0,0.0,2.25,0.9354166666666667
18,F,BGD 3,Y,N,Pre-Business,N,,530.0,200908,On Campus,1,150.0,3.07,2.0,2.0,Bachelors,1418100,-417420.0,1.9166666666666665,1.0
18,F,BGD 1,N,N,Biology,N,,580.0,200608,Off Campus,1,69.0,,3.0,2.0,Bachelors,0,0.0,1.8333333333333333,1.0
18,F,BGD 1,Y,N,Early Childhood Education,N,22.0,,200708,On Campus,1,69.0,3.6,2.0,2.0,Bachelors,1233900,377760.0,1.8333333333333333,1.0
18,F,BGD 1,Y,N,Undeclared,N,,,200708,Off Campus,1,69.0,3.34,3.0,3.0,Bachelors,0,0.0,1.4166666666666665,1.0
18,M,BGD 1,N,N,Music Education,N,20.0,800.0,201008,On Campus,1,181.0,2.5,3.0,2.0,Bachelors,0,0.0,1.25,1.0
